fir_number,person_id,name,role,age,gender,district,is_synthetic
FIR-2025-SHI-0935,V09350,Samaira Mannan,victim,75,male,Shivamogga,True
FIR-2024-DAK-0936,P0011,Rasha Kakar,accused,39,male,Tumakuru,True
FIR-2024-DAK-0936,P0059,Navya Kulkarni,accused,51,female,Belagavi,True
FIR-2024-DAK-0936,V09360,Shalv Gokhale,victim,50,male,Dakshina Kannada,True
FIR-2024-DAK-0936,V09361,Oorja Sagar,victim,49,female,Dakshina Kannada,True
FIR-2025-KAL-0937,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2025-KAL-0937,V09370,Divyansh Dhar,victim,30,male,Kalaburagi,True
FIR-2025-KAL-0937,V09371,Kartik Dutt,victim,19,male,Kalaburagi,True
FIR-2025-MYS-0938,P0295,Divyansh Thaman,accused,25,female,Belagavi,True
FIR-2025-MYS-0938,V09380,Alisha Gala,victim,48,female,Mysuru,True
FIR-2025-UDU-0939,P0064,Zara Dube,accused,22,male,Hassan,True
FIR-2025-UDU-0939,V09390,Rania Master,victim,51,male,Udupi,True
FIR-2025-UDU-0939,V09391,Jivika Mander,victim,18,male,Udupi,True
FIR-2025-MAN-0940,P0069,Ira Butala,accused,30,male,Belagavi,True
FIR-2025-MAN-0940,V09400,Zara Dugar,victim,29,male,Mandya,True
FIR-2025-MAN-0940,V09401,Jayan Agate,victim,50,male,Mandya,True
FIR-2024-MAN-0941,P0043,Keya Iyengar,accused,28,female,Bengaluru City,True
FIR-2024-MAN-0941,P0055,Indranil Karan,accused,28,male,Kolar,True
FIR-2024-MAN-0941,P0007,Jhanvi Chaudhary,accused,30,female,Ballari,True
FIR-2024-MAN-0941,V09410,Nishith Srivastava,victim,44,male,Mandya,True
FIR-2024-MAN-0941,V09411,Riya Shankar,victim,44,female,Mandya,True
FIR-2024-UDU-0942,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2024-UDU-0942,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-UDU-0942,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2024-UDU-0942,V09420,Raghav Trivedi,victim,45,male,Udupi,True
FIR-2024-UDU-0942,V09421,Himmat Sane,victim,57,male,Udupi,True
FIR-2024-VIJ-0943,P0233,Gokul Rastogi,accused,47,male,Shivamogga,True
FIR-2024-VIJ-0943,V09430,Anvi Kashyap,victim,47,female,Vijayapur,True
FIR-2025-SHI-0944,P0261,Shray Lata,accused,36,male,Ballari,True
FIR-2025-SHI-0944,V09440,Taimur Soman,victim,70,male,Shivamogga,True
FIR-2025-UDU-0945,P0028,Rati Sanghvi,accused,43,male,Tumakuru,True
FIR-2025-UDU-0945,P0040,Hridaan Deo,accused,34,male,Belagavi,True
FIR-2025-UDU-0945,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2025-UDU-0945,V09450,Aradhya Majumdar,victim,42,male,Udupi,True
FIR-2025-UDU-0945,V09451,Jayant Roy,victim,35,male,Udupi,True
FIR-2024-KAL-0946,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-KAL-0946,V09460,Ranbir Varughese,victim,72,female,Kalaburagi,True
FIR-2024-BAL-0947,P0035,Zara Dugar,accused,32,male,Kolar,True
FIR-2024-BAL-0947,V09470,Heer Chaudhari,victim,20,male,Ballari,True
FIR-2024-BAL-0947,V09471,Sana Wali,victim,29,male,Ballari,True
FIR-2025-UDU-0948,P0234,Vihaan Rajagopalan,accused,34,male,Belagavi,True
FIR-2025-UDU-0948,V09480,Samiha Barad,victim,52,male,Udupi,True
FIR-2025-SHI-0949,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2025-SHI-0949,P0028,Rati Sanghvi,accused,43,male,Tumakuru,True
FIR-2025-SHI-0949,V09490,Dishani Raval,victim,67,male,Shivamogga,True
FIR-2025-SHI-0949,V09491,Kavya Mann,victim,57,male,Shivamogga,True
FIR-2025-BAL-0950,P0115,Kavya Rajan,accused,18,male,Tumakuru,True
FIR-2025-BAL-0950,V09500,Tiya Rajagopal,victim,50,male,Ballari,True
FIR-2025-BAL-0950,V09501,Armaan Majumdar,victim,39,female,Ballari,True
FIR-2025-KAL-0951,P0053,Tiya Rege,accused,52,male,Kalaburagi,True
FIR-2025-KAL-0951,P0041,Nishith Sharma,accused,52,male,Hassan,True
FIR-2025-KAL-0951,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2025-KAL-0951,V09510,Inaaya  Warrior,victim,25,female,Kalaburagi,True
FIR-2025-KAL-0951,V09511,Neysa Soman,victim,59,female,Kalaburagi,True
FIR-2025-TUM-0952,P0282,Prisha Khanna,accused,36,female,Raichur,True
FIR-2025-TUM-0952,V09520,Tejas Hayre,victim,64,male,Tumakuru,True
FIR-2025-TUM-0952,V09521,Trisha Raja,victim,72,male,Tumakuru,True
FIR-2025-DAK-0953,P0231,Vidur Ganguly,accused,53,male,Dharwad,True
FIR-2025-DAK-0953,V09530,Himmat Kata,victim,72,male,Dakshina Kannada,True
FIR-2025-DAK-0953,V09531,Vivaan Gopal,victim,48,male,Dakshina Kannada,True
FIR-2024-BEN-0954,P0291,Mehul Bhasin,accused,46,female,Belagavi,True
FIR-2024-BEN-0954,V09540,Nitara Dar,victim,47,male,Bengaluru City,True
FIR-2024-BEN-0954,V09541,Tanya Kurian,victim,36,female,Bengaluru City,True
FIR-2025-KOL-0955,P0192,Drishya Saini,accused,31,female,Hassan,True
FIR-2025-KOL-0955,V09550,Alia Buch,victim,30,female,Kolar,True
FIR-2025-TUM-0956,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2025-TUM-0956,P0015,Taimur Vaidya,accused,23,male,Mandya,True
FIR-2025-TUM-0956,V09560,Jivika Mandal,victim,17,male,Tumakuru,True
FIR-2024-VIJ-0957,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2024-VIJ-0957,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2024-VIJ-0957,V09570,Sara Setty,victim,58,female,Vijayapur,True
FIR-2024-VIJ-0957,V09571,Taimur Bahri,victim,16,female,Vijayapur,True
FIR-2025-MAN-0958,P0134,Saanvi Garg,accused,34,male,Davanagere,True
FIR-2025-MAN-0958,V09580,Tara Kohli,victim,18,female,Mandya,True
FIR-2025-MAN-0958,V09581,Chirag Deo,victim,36,female,Mandya,True
FIR-2025-RAI-0959,P0294,Raghav Sengupta,accused,44,male,Ballari,True
FIR-2025-RAI-0959,V09590,Mehul Bail,victim,40,male,Raichur,True
FIR-2025-TUM-0960,P0132,Shanaya Malhotra,accused,59,female,Raichur,True
FIR-2025-TUM-0960,P0171,Adira Raman,accused,49,male,Davanagere,True
FIR-2025-TUM-0960,V09600,Ela Sule,victim,31,female,Tumakuru,True
FIR-2025-TUM-0960,V09601,Vidur Keer,victim,18,female,Tumakuru,True
FIR-2025-BAG-0961,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-BAG-0961,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2025-BAG-0961,V09610,Azad Bahri,victim,20,male,Bagalkot,True
FIR-2025-BAG-0961,V09611,Ehsaan Sarraf,victim,45,female,Bagalkot,True
FIR-2024-BEL-0962,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2024-BEL-0962,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-BEL-0962,V09620,Seher Deep,victim,28,female,Belagavi,True
FIR-2024-BEN-0963,P0204,Jayesh Suri,accused,37,male,Bengaluru City,True
FIR-2024-BEN-0963,P0119,Nakul Deo,accused,41,male,Mandya,True
FIR-2024-BEN-0963,V09630,Uthkarsh Sachdeva,victim,37,female,Bengaluru City,True
FIR-2025-BEL-0964,P0188,Anahita Kant,accused,19,female,Bengaluru City,True
FIR-2025-BEL-0964,V09640,Tejas Raj,victim,44,female,Belagavi,True
FIR-2024-KOL-0965,P0054,Faiyaz Din,accused,60,female,Raichur,True
FIR-2024-KOL-0965,P0066,Dharmajan Setty,accused,60,female,Vijayapur,True
FIR-2024-KOL-0965,P0042,Siya Master,accused,25,male,Dharwad,True
FIR-2024-KOL-0965,V09650,Ela Dass,victim,20,male,Kolar,True
FIR-2025-BAL-0966,P0012,Ranbir Brahmbhatt,accused,42,male,Mandya,True
FIR-2025-BAL-0966,P0060,Indrans Grover,accused,33,male,Tumakuru,True
FIR-2025-BAL-0966,V09660,Mamooty Kuruvilla,victim,51,female,Ballari,True
FIR-2025-BAL-0966,V09661,Sumer Taneja,victim,46,male,Ballari,True
FIR-2024-RAI-0967,P0168,Jayesh Mannan,accused,46,male,Chickballapura,True
FIR-2024-RAI-0967,P0088,Sumer Kakar,accused,21,male,Chickballapura,True
FIR-2024-RAI-0967,V09670,Aradhya Sule,victim,23,female,Raichur,True
FIR-2024-BAL-0968,P0148,Taimur Cheema,accused,53,male,Shivamogga,True
FIR-2024-BAL-0968,V09680,Lavanya Aggarwal,victim,22,male,Ballari,True
FIR-2025-RAI-0969,P0248,Misha Bose,accused,22,female,Chickballapura,True
FIR-2025-RAI-0969,P0268,Jayesh Sha,accused,56,male,Bagalkot,True
FIR-2025-RAI-0969,V09690,Advika Butala,victim,46,male,Raichur,True
FIR-2025-MAN-0970,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2025-MAN-0970,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-MAN-0970,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2025-MAN-0970,V09700,Dhanuk Kurian,victim,58,female,Mandya,True
FIR-2024-CHI-0971,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2024-CHI-0971,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-CHI-0971,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2024-CHI-0971,V09710,Lakshit Borde,victim,54,male,Chickballapura,True
FIR-2024-CHI-0971,V09711,Indranil Golla,victim,42,male,Chickballapura,True
FIR-2024-KAL-0972,P0036,Priyansh Bali,accused,49,male,Mysuru,True
FIR-2024-KAL-0972,V09720,Nitara Contractor,victim,35,female,Kalaburagi,True
FIR-2024-KAL-0972,V09721,Zoya Gandhi,victim,74,female,Kalaburagi,True
FIR-2025-CHI-0973,P0061,Hrishita Sood,accused,39,male,Raichur,True
FIR-2025-CHI-0973,P0025,Myra Tiwari,accused,42,male,Raichur,True
FIR-2025-CHI-0973,P0001,Anay Shanker,accused,58,male,Bengaluru City,True
FIR-2025-CHI-0973,V09730,Anya Sandal,victim,56,female,Chickballapura,True
FIR-2025-CHI-0973,V09731,Anvi Cheema,victim,75,female,Chickballapura,True
FIR-2024-HAS-0974,P0306,Anvi Bhandari,accused,53,female,Bagalkot,True
FIR-2024-HAS-0974,P0158,Vaibhav Viswanathan,accused,57,male,Bagalkot,True
FIR-2024-HAS-0974,V09740,Neelofar Thaman,victim,33,female,Hassan,True
FIR-2024-HAS-0974,V09741,Akarsh Dara,victim,54,female,Hassan,True
FIR-2024-SHI-0975,P0173,Onkar Bains,accused,33,male,Hassan,True
FIR-2024-SHI-0975,V09750,Gokul Mangat,victim,67,female,Shivamogga,True
FIR-2025-SHI-0976,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-SHI-0976,V09760,Himmat Rau,victim,39,male,Shivamogga,True
FIR-2025-SHI-0976,V09761,Kaira Borah,victim,41,female,Shivamogga,True
FIR-2025-BAG-0977,P0010,Tara Swaminathan,accused,35,male,Vijayapur,True
FIR-2025-BAG-0977,P0070,Eva Viswanathan,accused,60,female,Mandya,True
FIR-2025-BAG-0977,P0058,Dishani Bera,accused,43,male,Bagalkot,True
FIR-2025-BAG-0977,V09770,Ivan Dayal,victim,20,male,Bagalkot,True
FIR-2025-BAG-0978,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2025-BAG-0978,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2025-BAG-0978,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2025-BAG-0978,V09780,Ela Jain,victim,43,female,Bagalkot,True
FIR-2025-BAG-0978,V09781,Saira Seth,victim,36,male,Bagalkot,True
FIR-2024-MYS-0979,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-MYS-0979,P0002,Nirvaan Choudhury,accused,35,male,Ballari,True
FIR-2024-MYS-0979,V09790,Dharmajan Chokshi,victim,29,male,Mysuru,True
FIR-2024-MYS-0979,V09791,Mahika Keer,victim,73,male,Mysuru,True
FIR-2024-HAS-0980,P0118,Pranay Chaudry,accused,26,male,Shivamogga,True
FIR-2024-HAS-0980,V09800,Jayan Choudhary,victim,69,male,Hassan,True
FIR-2024-HAS-0980,V09801,Kismat Bora,victim,25,male,Hassan,True
FIR-2025-HAS-0981,P0027,Lakshay Sampath,accused,32,male,Hassan,True
FIR-2025-HAS-0981,V09810,Misha Sahni,victim,21,female,Hassan,True
FIR-2024-BEL-0982,P0031,Ishaan Kashyap,accused,59,female,Kalaburagi,True
FIR-2024-BEL-0982,V09820,Ivan Sengupta,victim,74,male,Belagavi,True
FIR-2025-SHI-0983,P0243,Anaya Andra,accused,36,male,Chickballapura,True
FIR-2025-SHI-0983,V09830,Amani Raju,victim,22,male,Shivamogga,True
FIR-2025-BAG-0984,P0244,Stuvan Choudhury,accused,24,male,Shivamogga,True
FIR-2025-BAG-0984,V09840,Manikya Gulati,victim,50,female,Bagalkot,True
FIR-2025-KOL-0985,P0068,Gokul Sahni,accused,33,female,Dharwad,True
FIR-2025-KOL-0985,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-KOL-0985,P0020,Kashvi Char,accused,58,male,Dakshina Kannada,True
FIR-2025-KOL-0985,V09850,Hansh Bhagat,victim,25,male,Kolar,True
FIR-2025-KOL-0985,V09851,Krish Lal,victim,54,female,Kolar,True
FIR-2024-VIJ-0986,P0032,Purab Reddy,accused,34,male,Ballari,True
FIR-2024-VIJ-0986,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2024-VIJ-0986,V09860,Indrajit Raman,victim,17,male,Vijayapur,True
FIR-2024-VIJ-0986,V09861,Jayesh Khanna,victim,57,male,Vijayapur,True
FIR-2025-MAN-0987,P0056,Saira Vora,accused,56,female,Vijayapur,True
FIR-2025-MAN-0987,P0008,Madhup Kapur,accused,46,male,Bengaluru City,True
FIR-2025-MAN-0987,P0044,Madhup Biswas,accused,34,male,Kolar,True
FIR-2025-MAN-0987,V09870,Vardaniya Lata,victim,38,male,Mandya,True
FIR-2025-MAN-0987,V09871,Divij Khosla,victim,33,female,Mandya,True
FIR-2025-DAK-0988,P0139,Shamik Solanki,accused,20,female,Bengaluru City,True
FIR-2025-DAK-0988,V09880,Lavanya Madan,victim,70,male,Dakshina Kannada,True
FIR-2025-MYS-0989,P0012,Ranbir Brahmbhatt,accused,42,male,Mandya,True
FIR-2025-MYS-0989,V09890,Urvi Sane,victim,32,male,Mysuru,True
FIR-2024-DHA-0990,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2024-DHA-0990,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2024-DHA-0990,V09900,Elakshi Kade,victim,55,male,Dharwad,True
FIR-2024-CHI-0991,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2024-CHI-0991,V09910,Azad Sarkar,victim,20,male,Chickballapura,True
FIR-2024-RAI-0992,P0198,Amani Johal,accused,19,male,Vijayapur,True
FIR-2024-RAI-0992,V09920,Manikya Suresh,victim,50,male,Raichur,True
FIR-2024-DAK-0993,P0065,Bhavin Dara,accused,22,male,Davanagere,True
FIR-2024-DAK-0993,V09930,Vritika Sodhi,victim,24,male,Dakshina Kannada,True
FIR-2024-DAK-0993,V09931,Stuvan Raja,victim,19,female,Dakshina Kannada,True
FIR-2024-MAN-0994,P0023,Mehul Verma,accused,56,male,Raichur,True
FIR-2024-MAN-0994,P0035,Zara Dugar,accused,32,male,Kolar,True
FIR-2024-MAN-0994,V09940,Aarna Bhavsar,victim,20,female,Mandya,True
FIR-2024-KOL-0995,P0090,Pari Sachdeva,accused,50,male,Dakshina Kannada,True
FIR-2024-KOL-0995,V09950,Anvi Sinha,victim,57,female,Kolar,True
FIR-2024-KOL-0995,V09951,Dharmajan Dhar,victim,66,female,Kolar,True
FIR-2025-DHA-0996,P0017,Samiha Karpe,accused,20,male,Shivamogga,True
FIR-2025-DHA-0996,P0065,Bhavin Dara,accused,22,male,Davanagere,True
FIR-2025-DHA-0996,V09960,Onkar Chandra,victim,69,female,Dharwad,True
FIR-2025-DHA-0996,V09961,Rhea Sharaf,victim,23,female,Dharwad,True
FIR-2025-SHI-0997,P0026,Ishaan Goyal,accused,32,male,Mysuru,True
FIR-2025-SHI-0997,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2025-SHI-0997,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2025-SHI-0997,V09970,Kashvi Lal,victim,57,female,Shivamogga,True
FIR-2024-BAG-0998,P0173,Onkar Bains,accused,33,male,Hassan,True
FIR-2024-BAG-0998,V09980,Elakshi Aggarwal,victim,45,male,Bagalkot,True
FIR-2024-BAL-0999,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2024-BAL-0999,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2024-BAL-0999,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2024-BAL-0999,V09990,Neysa Chauhan,victim,54,female,Ballari,True
FIR-2025-MYS-1000,P0025,Myra Tiwari,accused,42,male,Raichur,True
FIR-2025-MYS-1000,V10000,Yuvraj  Golla,victim,16,male,Mysuru,True
FIR-2024-VIJ-1001,P0045,Divij Shroff,accused,24,male,Kolar,True
FIR-2024-VIJ-1001,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2024-VIJ-1001,P0069,Ira Butala,accused,30,male,Belagavi,True
FIR-2024-VIJ-1001,V10010,Indrans Kala,victim,64,female,Vijayapur,True
FIR-2024-VIJ-1001,V10011,Pranay Varma,victim,43,male,Vijayapur,True
FIR-2025-KOL-1002,P0286,Ryan Saini,accused,18,female,Dharwad,True
FIR-2025-KOL-1002,V10020,Jivika Goswami,victim,62,female,Kolar,True
FIR-2025-KOL-1002,V10021,Pihu Issac,victim,25,male,Kolar,True
FIR-2024-UDU-1003,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2024-UDU-1003,P0030,Hazel Sethi,accused,59,female,Udupi,True
FIR-2024-UDU-1003,V10030,Zain Majumdar,victim,52,male,Udupi,True
FIR-2024-UDU-1003,V10031,Jayesh Goyal,victim,42,male,Udupi,True
FIR-2025-DAV-1004,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2025-DAV-1004,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2025-DAV-1004,P0033,Piya Gaba,accused,53,male,Dharwad,True
FIR-2025-DAV-1004,V10040,Ojas Dube,victim,74,male,Davanagere,True
FIR-2025-DAV-1004,V10041,Urvi Sastry,victim,75,female,Davanagere,True
FIR-2024-MAN-1005,P0104,Vardaniya Srinivasan,accused,52,male,Kolar,True
FIR-2024-MAN-1005,V10050,Sara Biswas,victim,56,female,Mandya,True
FIR-2024-MAN-1005,V10051,Siya Contractor,victim,49,male,Mandya,True
FIR-2025-HAS-1006,P0316,Jiya Rao,accused,44,male,Tumakuru,True
FIR-2025-HAS-1006,P0224,Vidur Zachariah,accused,18,male,Tumakuru,True
FIR-2025-HAS-1006,V10060,Vardaniya Sarma,victim,67,female,Hassan,True
FIR-2025-HAS-1006,V10061,Divyansh Chhabra,victim,22,male,Hassan,True
FIR-2024-BAL-1007,P0283,Alia Sule,accused,20,female,Tumakuru,True
FIR-2024-BAL-1007,V10070,Vedika Gara,victim,42,female,Ballari,True
FIR-2024-BAL-1007,V10071,Ishaan Hayer,victim,42,female,Ballari,True
FIR-2024-BAL-1008,P0009,Zoya Virk,accused,28,female,Hassan,True
FIR-2024-BAL-1008,P0057,Damini Singh,accused,52,male,Shivamogga,True
FIR-2024-BAL-1008,V10080,Zaina Bath,victim,68,female,Ballari,True
FIR-2024-BAL-1008,V10081,Anaya Rama,victim,25,female,Ballari,True
FIR-2024-HAS-1009,P0110,Damini Varkey,accused,49,male,Mysuru,True
FIR-2024-HAS-1009,V10090,Dhruv Balay,victim,34,male,Hassan,True
FIR-2025-UDU-1010,P0216,Miraan Deshpande,accused,55,male,Hassan,True
FIR-2025-UDU-1010,P0211,Shanaya Venkataraman,accused,44,female,Belagavi,True
FIR-2025-UDU-1010,V10100,Madhup Goyal,victim,47,male,Udupi,True
FIR-2025-UDU-1010,V10101,Mahika Bahl,victim,75,male,Udupi,True
FIR-2024-CHI-1011,P0160,Amira Gill,accused,49,female,Ballari,True
FIR-2024-CHI-1011,V10110,Yakshit Rana,victim,58,male,Chickballapura,True
FIR-2024-CHI-1011,V10111,Riya Raju,victim,18,male,Chickballapura,True
FIR-2024-BEL-1012,P0314,Alisha Kant,accused,46,male,Kolar,True
FIR-2024-BEL-1012,V10120,Urvi Tank,victim,66,male,Belagavi,True
FIR-2025-BEL-1013,P0237,Jivin Bakshi,accused,31,female,Davanagere,True
FIR-2025-BEL-1013,P0229,Aradhya Choudhary,accused,32,female,Ballari,True
FIR-2025-BEL-1013,V10130,Navya Kota,victim,24,male,Belagavi,True
FIR-2025-BEL-1013,V10131,Aayush Chaudhuri,victim,45,female,Belagavi,True
FIR-2024-CHI-1014,P0051,Pihu Sen,accused,21,male,Tumakuru,True
FIR-2024-CHI-1014,P0039,Vivaan Wagle,accused,42,female,Kolar,True
FIR-2024-CHI-1014,V10140,Kartik Badal,victim,38,female,Chickballapura,True
FIR-2024-CHI-1014,V10141,Mannat Chad,victim,34,female,Chickballapura,True
FIR-2024-SHI-1015,P0005,Aniruddh Batra,accused,19,male,Vijayapur,True
FIR-2024-SHI-1015,P0029,Mahika Ravi,accused,31,male,Vijayapur,True
FIR-2024-SHI-1015,V10150,Taran Dar,victim,44,male,Shivamogga,True
FIR-2024-HAS-1016,P0062,Kismat Edwin,accused,32,male,Bengaluru City,True
FIR-2024-HAS-1016,P0014,Divij Gupta,accused,47,male,Udupi,True
FIR-2024-HAS-1016,P0038,Lakshit Sagar,accused,45,male,Udupi,True
FIR-2024-HAS-1016,V10160,Indranil Bassi,victim,39,male,Hassan,True
FIR-2024-MAN-1017,P0050,Eva Dass,accused,41,male,Ballari,True
FIR-2024-MAN-1017,V10170,Vanya Iyengar,victim,58,female,Mandya,True
FIR-2024-MAN-1017,V10171,Oorja Hora,victim,66,female,Mandya,True
FIR-2025-HAS-1018,P0297,Jayesh Dora,accused,36,male,Dharwad,True
FIR-2025-HAS-1018,V10180,Khushi Chaudhry,victim,72,female,Hassan,True
FIR-2025-HAS-1018,V10181,Sara Sarraf,victim,25,male,Hassan,True
FIR-2025-CHI-1019,P0024,Vaibhav Dewan,accused,33,male,Bagalkot,True
FIR-2025-CHI-1019,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-CHI-1019,V10190,Divij Maharaj,victim,67,female,Chickballapura,True
FIR-2025-CHI-1019,V10191,Samaira Thakkar,victim,37,male,Chickballapura,True
FIR-2025-KAL-1020,P0189,Pari Chhabra,accused,23,female,Kalaburagi,True
FIR-2025-KAL-1020,V10200,Shray Tandon,victim,72,male,Kalaburagi,True
FIR-2025-KAL-1020,V10201,Mamooty Raman,victim,43,male,Kalaburagi,True
FIR-2025-RAI-1021,P0006,Mehul Krishnan,accused,32,male,Raichur,True
FIR-2025-RAI-1021,P0066,Dharmajan Setty,accused,60,female,Vijayapur,True
FIR-2025-RAI-1021,P0018,Uthkarsh Baral,accused,23,male,Belagavi,True
FIR-2025-RAI-1021,V10210,Amani Jaggi,victim,69,female,Raichur,True
FIR-2025-RAI-1021,V10211,Pranay Chahal,victim,75,female,Raichur,True
FIR-2025-DAV-1022,P0227,Rohan Shetty,accused,59,female,Bagalkot,True
FIR-2025-DAV-1022,V10220,Dishani Bera,victim,41,female,Davanagere,True
FIR-2025-DAV-1022,V10221,Damini Din,victim,16,male,Davanagere,True
FIR-2024-UDU-1023,P0219,Veer Saran,accused,54,female,Hassan,True
FIR-2024-UDU-1023,V10230,Farhan Suri,victim,17,female,Udupi,True
FIR-2024-UDU-1023,V10231,Heer Talwar,victim,65,male,Udupi,True
FIR-2025-RAI-1024,P0282,Prisha Khanna,accused,36,female,Raichur,True
FIR-2025-RAI-1024,V10240,Rania Kant,victim,27,male,Raichur,True
FIR-2025-RAI-1024,V10241,Jivika Khurana,victim,16,female,Raichur,True
FIR-2024-BAL-1025,P0034,Manikya Tara,accused,55,female,Mandya,True
FIR-2024-BAL-1025,V10250,Tanya Gara,victim,42,male,Ballari,True
FIR-2024-BAL-1025,V10251,Pihu Karpe,victim,73,female,Ballari,True
FIR-2024-SHI-1026,P0089,Anahita Venkatesh,accused,50,male,Mysuru,True
FIR-2024-SHI-1026,P0113,Pari Venkataraman,accused,26,male,Dakshina Kannada,True
FIR-2024-SHI-1026,V10260,Anya Bhardwaj,victim,70,male,Shivamogga,True
FIR-2024-DAK-1027,P0016,Lavanya Deo,accused,54,male,Tumakuru,True
FIR-2024-DAK-1027,V10270,Darshit Halder,victim,48,male,Dakshina Kannada,True
FIR-2024-DAK-1027,V10271,Parinaaz Sarna,victim,46,female,Dakshina Kannada,True
FIR-2024-TUM-1028,P0292,Saksham Bhasin,accused,19,male,Dakshina Kannada,True
FIR-2024-TUM-1028,V10280,Yasmin Dugar,victim,20,male,Tumakuru,True
FIR-2024-RAI-1029,P0004,Kiara Kakar,accused,23,female,Mysuru,True
FIR-2024-RAI-1029,V10290,Sumer Kuruvilla,victim,22,female,Raichur,True
FIR-2024-RAI-1029,V10291,Rati Thaman,victim,29,male,Raichur,True
FIR-2025-RAI-1030,P0048,Kimaya Balay,accused,51,male,Hassan,True
FIR-2025-RAI-1030,V10300,Nishith Dhawan,victim,44,male,Raichur,True
FIR-2025-MAN-1031,P0141,Seher Kant,accused,45,male,Hassan,True
FIR-2025-MAN-1031,V10310,Yakshit Samra,victim,36,female,Mandya,True
FIR-2025-RAI-1032,P0211,Shanaya Venkataraman,accused,44,female,Belagavi,True
FIR-2025-RAI-1032,V10320,Dhanuk Malhotra,victim,35,female,Raichur,True
FIR-2024-BEL-1033,P0302,Ehsaan Viswanathan,accused,50,male,Bengaluru City,True
FIR-2024-BEL-1033,P0139,Shamik Solanki,accused,20,female,Bengaluru City,True
FIR-2024-BEL-1033,V10330,Anika Dugar,victim,25,female,Belagavi,True
FIR-2024-BEL-1033,V10331,Madhav Warrior,victim,37,female,Belagavi,True
FIR-2025-CHI-1034,P0003,Sara Behl,accused,26,male,Raichur,True
FIR-2025-CHI-1034,V10340,Jivin Shenoy,victim,27,male,Chickballapura,True
FIR-2025-CHI-1034,V10341,Charvi Shan,victim,71,male,Chickballapura,True
FIR-2025-BEL-1035,P0202,Suhana Vasa,accused,34,male,Dakshina Kannada,True
FIR-2025-BEL-1035,V10350,Miraan Shah,victim,27,male,Belagavi,True
FIR-2024-DAV-1036,P0224,Vidur Zachariah,accused,18,male,Tumakuru,True
FIR-2024-DAV-1036,V10360,Prerak Chauhan,victim,74,female,Davanagere,True
FIR-2024-DAV-1036,V10361,Krish Tiwari,victim,22,female,Davanagere,True
FIR-2024-DHA-1037,P0188,Anahita Kant,accused,19,female,Bengaluru City,True
FIR-2024-DHA-1037,P0097,Ahana  Swamy,accused,60,male,Bagalkot,True
FIR-2024-DHA-1037,V10370,Miraya Gokhale,victim,22,female,Dharwad,True
FIR-2025-MAN-1038,P0021,Azad Sahota,accused,41,male,Vijayapur,True
FIR-2025-MAN-1038,V10380,Vanya Bera,victim,21,female,Mandya,True
